id,title,vote_average,vote_count,animation,comedy,family,adventure,fantasy,romance,drama,action,crime,thriller,horror,history,science fiction,mystery,war,foreign,music,documentary,western,tv movie
807,Se7en,8.1,5915.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
10530,Pocahontas,6.7,1509.0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8391,When Night Is Falling,5.9,10.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
629,The Usual Suspects,8.1,3334.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
117164,Guardian Angel,6.3,3.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
11448,Mighty Aphrodite,6.7,145.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49133,Lamerica,7.7,11.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26441,The Big Green,5.2,41.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
97406,Georgia,6.1,15.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124057,Kids of the Round Table,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9089,Home for the Holidays,6.3,39.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11010,The Postman,7.6,181.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99040,The Confessional,6.5,2.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
11359,The Indian in the Cupboard,5.9,136.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17182,Eye for an Eye,5.8,65.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2054,Mr. Holland's Opus,6.9,115.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
10607,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,6.2,192.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19760,Two If by Sea,4.5,14.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9536,Bio-Dome,4.4,110.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11525,Lawnmower Man 2: Beyond Cyberspace,2.8,32.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
40628,Two Bits,5.4,11.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4482,French Twist,6.0,43.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10634,Friday,7.0,513.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,From Dusk Till Dawn,6.9,1644.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
11859,Fair Game,4.1,54.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
28387,Kicking and Screaming,7.0,36.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48750,Les Miserables,6.6,8.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20927,Bed of Roses,5.1,27.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36929,Big Bully,3.9,16.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9102,Screamers,6.1,154.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
124626,Nico Icon,7.3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27526,The Crossing Guard,6.1,74.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
9623,The Juror,5.5,91.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
46785,The White Balloon,7.5,20.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
400,Things to Do in Denver When You're Dead,6.7,87.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
880,Antonia's Line,7.2,26.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
146599,Once Upon a Time... When We Were Colored,4.5,2.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8447,Angels and Insects,6.3,17.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10534,White Squall,6.3,86.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
17414,Dunston Checks In,5.1,59.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13997,Black Sheep,6.0,124.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2086,Nick of Time,6.1,190.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
61548,The Journey of August King,6.7,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9095,Mary Reilly,5.7,77.0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
12158,Vampire in Brooklyn,4.5,113.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9283,Beautiful Girls,6.6,103.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9208,Broken Arrow,5.7,459.0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
40154,A Midwinter's Tale,7.5,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,La Haine,7.9,695.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45549,Shopping,5.6,13.0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
63076,Heidi Fleiss: Hollywood Madam,6.8,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11062,City Hall,6.0,67.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
13685,Bottle Rocket,6.8,285.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
47475,Mr. Wrong,3.3,16.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045,Unforgettable,5.3,22.0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
9614,Happy Gilmore,6.5,767.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,The Bridges of Madison County,7.3,397.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11907,Nobody Loves Me,5.1,5.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10874,Muppet Treasure Island,6.5,93.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
89333,Catwalk,7.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
197,Braveheart,7.7,3404.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
103,Taxi Driver,8.1,2632.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
33542,Rumble in the Bronx,6.5,245.0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
43566,Before and After,5.8,37.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
71754,Margaret's Museum,7.5,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43612,Happiness Is in the Field,7.0,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51352,Anne Frank Remembered,7.3,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
16934,The Young Poisoner's Handbook,6.9,19.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
10324,If Lucy Fell,5.4,11.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78406,Steal Big Steal Little,5.1,7.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55731,Race the Sun,5.2,21.0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
32119,The Boys of St. Vincent,7.0,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11066,Boomerang,5.4,139.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11104,Chungking Express,7.9,249.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37975,The Star Maker,6.8,29.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2074,Flirting with Disaster,6.3,66.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27793,The Neverending Story III: Escape from Fantasia,4.4,105.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44284,The Silences of the Palace,4.3,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
110972,Pie in the Sky,7.0,2.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32622,Angela,5.6,9.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
73067,Frankie Starlight,5.4,4.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11863,Jade,5.1,45.0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
55475,Nueba Yol,5.5,1.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9101,Down Periscope,5.6,110.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123360,From the Journals of Jean Seberg,6.5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5757,Man of the Year,3.8,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39428,The Neon Bible,7.2,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9302,Up Close & Personal,5.9,51.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11000,The Birdcage,6.7,303.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249882,Virgin Mary,7.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16388,The Brothers McMullen,6.3,23.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9737,Bad Boys,6.5,1729.0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
30765,The Amazing Panda Adventure,5.0,31.0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
10474,The Basketball Diaries,7.2,472.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
22279,An Awfully Big Adventure,6.0,11.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30157,Amateur,6.5,21.0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
568,Apollo 13,7.3,1637.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11780,Rob Roy,6.5,151.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34996,The Addiction,6.4,46.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
414,Batman Forever,5.2,1529.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
649,Belle de Jour,7.3,163.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1873,Beyond Rangoon,6.4,21.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5894,Blue in the Face,6.8,28.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1775,Canadian Bacon,5.9,57.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8839,Casper,6.0,1045.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20649,Clockers,6.8,69.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
10329,Congo,5.0,214.0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0
8963,Crimson Tide,7.0,508.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
26564,Crumb,7.6,71.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8068,Desperado,6.8,898.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
8512,Devil in a Blue Dress,6.3,88.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1572,Die Hard: With a Vengeance,6.9,2094.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
13552,The Doom Generation,5.6,57.0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
6520,First Knight,5.9,319.0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9073,Free Willy 2 - The Adventure Home,5.5,130.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10428,Hackers,6.2,406.0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
17447,Jeffrey,6.5,19.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9886,Johnny Mnemonic,5.5,380.0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
9482,Judge Dredd,5.4,643.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19326,Jury Duty,4.0,34.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9344,Kids,6.8,280.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
9071,Living in Oblivion,7.2,64.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8973,Lord of Illusions,5.9,87.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
15730,Love & Human Remains,7.0,7.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47608,Mad Love,5.5,27.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2293,Mallrats,6.8,400.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9070,Mighty Morphin Power Rangers: The Movie,5.2,153.0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
68274,Moonlight and Valentino,5.6,10.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48787,Mute Witness,6.4,36.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
34574,Nadja,5.9,12.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1642,The Net,5.6,359.0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0
11472,Nine Months,5.5,171.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36196,Party Girl,5.8,14.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11980,The Prophecy,6.4,139.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
58372,Reckless,10.0,1.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32646,Safe,7.2,62.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10533,The Scarlet Letter,5.5,111.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
56088,The Show,5.3,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10802,Showgirls,4.9,261.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10149,Smoke,7.2,115.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18402,Something to Talk About,5.7,60.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9348,Species,5.5,457.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
139408,The Stars Fell on Henrietta,6.6,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
281,Strange Days,6.8,334.0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
5967,The Umbrellas of Cherbourg,7.6,119.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
79593,The Tie That Binds,4.6,9.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
47939,Three Wishes,6.1,18.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36834,Total Eclipse,6.5,112.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9090,"To Wong Foo, Thanks for Everything! Julie Newmar",6.3,117.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3512,Under Siege 2: Dark Territory,5.6,217.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
52856,Unstrung Heroes,6.4,9.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
77350,Unzipped,6.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9560,A Walk in the Clouds,6.5,168.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9804,Waterworld,5.9,1017.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31611,White Man's Burden,5.1,25.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
65796,Wild Bill,5.9,27.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
49805,The Browning Version,6.0,11.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26258,Bushwhacked,4.9,29.0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
50797,Burnt by the Sun,6.7,35.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19155,Before the Rain,7.7,45.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
76,Before Sunrise,7.7,984.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11017,Billy Madison,6.2,464.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37141,The Babysitter,4.7,27.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
9382,Boys on the Side,6.3,48.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6715,The Cure,7.2,58.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18256,Castle Freak,5.8,40.0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
22625,Circle of Friends,6.5,30.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2292,Clerks,7.4,769.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1909,Don Juan DeMarco,6.3,184.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8984,Disclosure,5.9,217.0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0
61813,Dream Man,2.5,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4954,Drop Zone,5.1,91.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
62488,Destiny Turns on the Radio,5.3,9.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10531,Death and the Maiden,7.1,92.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
11929,Dolores Claiborne,7.1,183.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
8467,Dumb and Dumber,6.5,1894.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10451,Eat Drink Man Woman,7.5,76.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20156,Exotica,6.5,64.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
18395,Exit to Eden,4.3,28.0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
522,Ed Wood,7.3,639.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
397,French Kiss,6.2,179.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10525,Forget Paris,6.1,38.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27985,Far from Home: The Adventures of Yellow Dog,5.6,27.0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
15789,A Goofy Movie,6.7,404.0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27303,Hideaway,5.0,24.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
21183,Fluke,6.6,48.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10954,Farinelli,5.9,20.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
